# gene_name         0h    12h    24h    48h    96h 
GRPR              41.7   38.2   34.2   20.8    5.6 
MAGEB17           20.7   23.0   19.3   13.5    4.0 
CTPS2            149.2   98.8   71.4   28.2    2.4 
S100G             13.2    9.1    6.1    1.8    0.1 
SYAP1             54.1   39.3   23.0    7.8    0.5 
TXLNG             33.0   16.8    8.4    1.8    0.0 
RBBP7             17.5    9.2    4.4    0.8    0.0 
REPS2            155.0  142.7  124.0   80.2   21.3 
NHS                1.7    0.5    0.1    0.0    0.0 
SCML1             15.5   12.5    9.2    3.5    0.4 
RAI2              31.4   37.2   33.9   28.2   12.6 
BEND2             63.0   47.5   31.9   12.7    1.0 
SCML2              9.0    8.9    7.2    4.2    0.9 
CDKL5             24.3   31.1   34.5   34.9   23.1 
RS1               41.6   12.6    3.3    0.2    0.0 
PPEF1              4.2    1.7    0.5    0.0    0.0 
PHKA2              4.0    5.2    5.4    5.2    3.6 
ADGRG2             9.5    7.2    4.7    1.5    0.1 
PDHA1             33.5   48.1   56.5   67.3   56.9 
MAP3K15          123.7  229.8  311.1  623.1 1291.0 
SH3KBP1          122.9  134.3  124.5  105.9   35.1 
CXorf23           43.2   27.6   15.6    3.7    0.2 
MAP7D2            26.3   20.9   13.4    4.3    0.3 
EIF1AX            69.7   92.6  105.7  154.1  213.6 
RPS6KA3            4.1    3.5    2.4    1.1    0.1 
CNKSR2            12.9    8.9    5.0    1.4    0.1 
KLHL34            66.6   58.4   43.7   19.3    3.4 
SMPX              43.7   32.7   20.7    8.0    0.7 
MBTPS2            14.3   15.5   13.9    8.5    2.4 
YY2               29.7   34.6   32.2   30.2   11.5 
SMS               36.7   49.0   49.3   49.9   26.2 
PHEX              25.0   24.7   25.0   21.3    6.8 
ZNF645            18.1   10.2    4.7    0.9    0.0 
DDX53            275.6  159.9   88.7   20.6    0.8 
PTCHD1             9.8    5.9    3.4    0.7    0.0 
PRDX4             30.9    1.8    0.1    0.0    0.0 
ACOT9            100.8  147.1  197.6  255.5  308.6 
SAT1               8.0    5.1    3.1    0.9    0.1 
APOO              16.7    9.9    4.7    1.1    0.0 
CXorf58           47.2   37.6   23.1    9.8    1.0 
KLHL15            29.3   26.4   17.4    6.9    0.6 
EIF2S3            54.0   31.5   17.3    3.7    0.1 
ZFX                6.4    4.1    2.1    0.5    0.0 
PDK3              89.5   51.4   21.3    3.2    0.0 
PCYT1B            32.9   35.5   34.4   27.5   10.2 
POLA1             39.4   56.6   59.2   81.5   71.6 
ARX               24.7   31.5   34.4   29.2   13.8 
MAGEB18           19.2   18.0   15.9    9.6    1.8 
MAGEB6P1          65.1   36.6   18.3    4.2    0.1 
MAGEB6           211.9  334.8  486.8  768.9 1233.4 
MAGEB5           576.5  865.1 1206.2 1769.2 2629.3 
PPP4R3CP          32.8   38.9   46.9   53.5   40.5 
DCAF8L2          121.4   85.0   48.0   14.0    0.9 
MAGEB10            6.9    8.2   11.1   13.5   13.9 
DCAF8L1           17.9    8.3    3.4    0.5    0.0 
IL1RAPL1           9.0    3.8    1.7    0.3    0.0 
MAGEB2            13.2    6.8    2.7    0.5    0.0 
MAGEB3            49.6   35.8   23.8    7.8    0.5 
MAGEB4            53.3   40.9   25.1    8.7    0.6 
MAGEB1            32.6   12.5    3.8    0.4    0.0 
NR0B1             67.7   16.3    4.2    0.2    0.0 
CXorf21           33.1   13.4    5.2    0.6    0.0 
GK                13.2    5.0    1.9    0.2    0.0 
TAB3               6.6    6.4    5.3    3.1    0.6 
FTHL17            91.6   91.0   72.6   40.3    7.3 
DMD               10.4   12.2   11.8    9.0    4.4 
FAM47A           122.1  187.9  276.3  415.0  614.1 
TMEM47            13.4    1.0    0.1    0.0    0.0 
FAM47B            19.8   23.2   23.4   19.9    8.8 
MAGEB16           15.5   15.5   16.1    9.3    2.3 
CFAP47            35.2   29.0   21.8   12.4    1.8 
FAM47C            50.7   37.5   28.6   12.1    1.2 
PRRG1            205.5  315.9  412.8  586.5  655.6 
RP5-972B16.2      21.0   21.9   23.4   18.7    8.4 
LANCL3            22.9   15.1    8.9    2.5    0.1 
XK                 9.3    6.7    4.8    2.1    0.2 
CYBB               9.7    8.5    6.0    3.3    0.6 
DYNLT3            52.8   63.1   68.3   73.0   50.0 
HYPM               5.0    3.8    3.0    1.0    0.1 
SYTL5             18.1    9.7    5.4    1.2    0.0 
SRPX             225.8  196.0  148.7   80.2   11.7 
RPGR              32.3   39.2   43.3   43.0   24.5 
OTC               35.4   22.0   13.0    3.9    0.2 
TSPAN7            26.6   37.2   41.6   42.0   22.0 
MID1IP1           25.8    9.8    4.3    0.4    0.0 
BCOR              57.2   59.8   53.2   44.1   14.8 
ATP6AP2           18.2    9.5    5.2    0.9    0.0 
MPC1L             14.6   12.9   10.6    5.5    0.9 
CXorf38            2.3    0.1    0.0    0.0    0.0 
MED14             27.3   23.1   19.5   11.2    1.9 
USP9X             11.0    3.9    1.2    0.1    0.0 
DDX3X              0.9    0.3    0.1    0.0    0.0 
NYX               18.3    7.3    2.8    0.3    0.0 
CASK               6.2    4.2    2.1    0.5    0.0 
GPR34             94.6   56.2   26.1    4.8    0.1 
GPR82              1.6    0.2    0.0    0.0    0.0 
AL023875.1        32.3   29.6   34.1   20.8    5.5 
PPP1R2P9          27.0    4.0    0.6    0.0    0.0 
MAOA               9.5    6.7    5.0    1.7    0.1 
MAOB              16.1    9.0    4.4    1.0    0.0 
NDP               36.0   49.3   56.5   72.6   52.7 
EFHC2              9.0   14.1   21.0   35.8   47.4 
FUNDC1            18.3    5.9    1.7    0.1    0.0 
DUSP21            38.5   24.7   17.4    6.8    0.6 
KDM6A             15.1   12.1    8.5    4.0    0.4 
CXorf36           17.4   16.5   12.9    5.6    0.9 
KRBOX4             6.4    4.5    2.8    1.2    0.1 
ZNF674            86.3   99.0  106.6  113.9   78.9 
CHST7             26.9   16.2   10.8    3.1    0.2 
SLC9A7            35.6   32.0   24.3   10.4    1.5 
RP2               10.6    6.8    3.4    0.8    0.0 
JADE3             30.5   10.2    3.4    0.3    0.0 
RGN              107.3  122.3  108.4   75.5   29.1 
NDUFB11           11.3    2.0    0.4    0.0    0.0 
RBM10             48.9   72.2  100.0   95.0   91.2 
UBA1              13.3   13.1   11.4    6.2    1.4 
CDK16              7.9    7.7    7.1    4.4    1.2 
USP11             41.4   31.4   22.3    9.4    0.8 
ZNF157            26.0   12.8    6.0    0.9    0.0 
ZNF41             83.9  122.2  123.3  129.1   82.4 
ARAF              32.6   33.3   24.7   13.6    2.1 
SYN1             130.2   61.6   21.4    2.5    0.0 
TIMP1              3.3    2.4    1.3    0.4    0.0 
CFP               36.8   16.8    6.9    0.9    0.0 
ELK1              10.3    7.3    4.0    1.0    0.0 
UXT                9.4    8.6    7.0    3.8    0.6 
AL022578.1        14.2    8.0    4.3    1.0    0.0 
ZNF81             36.1   29.4   19.1    9.3    1.0 
ZNF182            17.6   15.0    9.2    3.3    0.3 
ZNF630            51.7   52.0   40.8   20.2    3.9 
SPACA5            16.3    8.3    3.8    0.5    0.0 
SPACA5B           10.0    6.7    3.9    1.3    0.1 
SSX5              17.4   13.2    9.4    3.1    0.2 
SSX1              21.4   11.8    5.1    0.9    0.0 
SSX3              13.0    6.8    3.4    0.8    0.0 
SSX4               8.2    2.3    0.5    0.0    0.0 
SSX4B             14.8    9.8    5.5    1.5    0.1 
SLC38A5           66.7   70.0   88.0   73.9   38.9 
FTSJ1             35.8   15.3    5.8    0.8    0.0 
PORCN             24.9   10.0    3.8    0.4    0.0 
EBP              212.2  266.0  298.2  363.8  290.7 
TBC1D25            5.8    2.5    0.9    0.1    0.0 
RBM3              41.1   51.7   72.1  101.6  109.1 
WDR13             69.2   62.7   63.0   38.3    9.5 
WAS                4.1    4.2    3.9    2.2    0.6 
SUV39H1          106.8  105.4   98.4   69.1   16.7 
GLOD5            116.5  168.8  174.3  151.8   80.1 
GATA1            209.7  189.7  169.3   88.5   15.2 
HDAC6            110.2  127.8  124.6  132.3   77.0 
ERAS              30.1   14.8    7.0    1.3    0.0 
PCSK1N            21.4   21.6   21.8   16.6    7.0 
TIMM17B            4.7    3.4    2.5    0.9    0.1 
PQBP1             69.7   90.2  112.5  128.5  128.6 
SLC35A2          262.1  143.2   79.9   16.7    0.5 
PIM2              16.3    4.5    1.3    0.1    0.0 
OTUD5             16.6   13.1    7.9    2.7    0.2 
KCND1             26.3   28.8   27.8   22.0    7.5 
GRIPAP1            3.4    2.6    1.9    0.7    0.1 
TFE3               9.0    9.0    7.4    5.5    1.4 
CCDC120            7.9    7.3    6.2    3.0    0.5 
PRAF2             17.1   18.4   20.9   16.0    5.7 
WDR45             25.6   14.1    6.7    1.1    0.0 
GPKOW            112.9  103.2   83.1   53.6    9.3 
AC231657.1        34.0   44.2   46.9   41.2   25.3 
MAGIX             22.8   12.1    6.3    1.1    0.0 
PLP2              20.7   13.7    8.8    2.1    0.1 
PRICKLE3          10.5    3.9    1.3    0.1    0.0 
SYP               14.0   11.1    7.5    3.1    0.3 
CACNA1F            9.1    5.2    2.7    0.5    0.0 
CCDC22            47.5   57.2   62.2   65.5   41.9 
FOXP3             10.2    3.8    1.5    0.1    0.0 
PPP1R3F           18.1   18.2   16.6   11.4    3.6 
GAGE10            20.6   17.5   14.8    7.5    1.3 
GAGE12J           28.5   27.3   21.7   11.7    2.5 
GAGE13            77.2   61.4   45.0   21.4    2.8 
GAGE2E           191.8  258.5  338.3  390.6  410.6 
GAGE12B           50.4   49.7   37.4   21.8    4.6 
GAGE12C          128.3  161.2  176.7  175.4  123.0 
GAGE12D           24.4   17.0    9.0    2.7    0.1 
GAGE12E          115.2  160.7  219.1  273.2  315.6 
GAGE12F           33.1   44.8   48.1   47.8   31.5 
GAGE12G          206.3  268.9  360.3  457.1  507.7 
GAGE12H            8.8    8.9    7.0    4.2    0.7 
GAGE1             18.7   15.1   10.3    4.3    0.5 
GAGE2A            58.8   68.9   67.4   63.9   33.1 
PAGE1             34.8   24.5   15.1    5.1    0.3 
PAGE4             49.8   32.0   14.0    3.7    0.2 
USP27X            16.6    9.9    5.5    1.2    0.1 
CLCN5              1.7    0.2    0.0    0.0    0.0 
AKAP4             48.5   56.2   57.1   45.3   16.9 
CCNB3             24.6   27.6   27.4   22.9    8.3 
DGKK              61.9   76.8   82.9   79.0   49.8 
SHROOM4           37.1   44.9   42.0   29.0   10.8 
BMP15              4.9    4.5    4.0    2.1    0.4 
NUDT10            17.4   22.4   32.8   45.8   56.2 
CXorf67            7.2    5.5    3.7    1.6    0.1 
NUDT11            42.9   42.7   43.1   30.0   10.2 
CENPVP3           12.2   10.7    7.7    3.6    0.4 
RP11-141O19.1    355.3  237.5  163.6   56.1    4.0 
CENPVP1          249.5  287.8  255.3  188.4   65.2 
GSPT2              5.3    4.2    3.4    1.9    0.3 
MAGED1            15.7   10.6    5.5    1.6    0.1 
MAGED4B           36.1   36.2   29.7   21.4    6.0 
MAGED4            12.5    3.7    1.0    0.1    0.0 
XAGE2             13.4    5.7    2.4    0.3    0.0 
XAGE1A            19.8   19.7   17.8   12.6    3.5 
XAGE1B            78.4   73.4   58.3   32.1    5.7 
SSX7             339.7  546.5  768.4 1295.0 2288.4 
SSX2              22.4   19.1   21.2   17.3    5.4 
SSX2B             30.0   20.4   11.5    3.2    0.1 
SPANXN5           19.7   21.2   21.4   15.4    4.8 
XAGE5              5.9    9.1   11.7   14.2   15.6 
XAGE3             30.2   34.0   27.8   20.2    6.3 
FAM156B           28.2   14.1    7.1    1.4    0.0 
FAM156A           55.4   70.0   82.3   81.4   53.0 
GPR173             9.5    6.1    3.3    0.8    0.0 
TSPYL2             1.9    0.9    0.4    0.1    0.0 
KDM5C             11.1    4.2    1.4    0.1    0.0 
IQSEC2            20.7   25.1   23.2   21.1   10.1 
SMC1A             14.5    5.5    2.0    0.2    0.0 
RIBC1            458.1  472.0  498.1  316.4  105.2 
HSD17B10          43.6   47.7   52.4   43.3   15.8 
HUWE1            308.7  258.3  191.5   84.5    9.0 
PHF8               5.5    4.6    3.2    1.5    0.2 
FAM120C            5.0    4.2    2.7    1.1    0.1 
WNK3              31.6    9.4    2.6    0.2    0.0 
TSR2               7.8    7.6    6.6    3.9    0.7 
FGD1              43.4   53.8   54.8   46.0   24.2 
GNL3L             50.5   39.0   30.7   13.8    1.9 
ITIH6             49.5   65.4   75.0   73.0   41.3 
MAGED2            94.2  113.2  129.6  132.9   83.1 
TRO               21.4   14.1    6.9    1.3    0.0 
PFKFB1             4.7    1.4    0.4    0.0    0.0 
APEX2             20.5   22.7   34.6   39.4   33.2 
ALAS2              3.0    1.4    0.6    0.1    0.0 
PAGE2B            13.6    8.4    4.8    1.2    0.0 
PAGE2             20.5   24.4   22.0   15.1    5.1 
FAM104B           40.9   23.6   11.1    2.4    0.1 
MTRNR2L10         34.3   41.1   45.1   42.8   20.7 
PAGE5             74.4   58.2   35.9   12.7    1.1 
PAGE3             46.9   25.0   14.8    2.7    0.1 
MAGEH1            17.7   25.1   31.8   41.2   37.9 
USP51             12.0    9.4    6.6    2.5    0.2 
FOXR2             91.9   92.7  109.6  104.9   60.2 
RRAGB             32.5   35.2   31.9   27.8   10.4 
KLF8              33.7   42.3   46.0   49.3   31.4 
UBQLN2            16.2   20.9   23.8   21.6   11.3 
LINC01420          9.5    8.6    5.7    2.2    0.3 
SPIN3              8.5    8.3    7.5    5.0    1.3 
SPIN2B             3.0    1.6    0.7    0.1    0.0 
SPIN2A            14.7   20.6   22.0   21.5   10.9 
FAAH2             15.8   15.6   12.7    8.1    1.8 
ZXDB             250.6  207.4  143.7   63.8    6.6 
NLRP2B            61.5   39.8   23.9    6.6    0.3 
ZXDA              22.1   19.1   14.1    5.8    0.7 
SPIN4             16.2   19.9   26.0   26.2   15.8 
ARHGEF9           48.1   46.0   44.5   30.1    6.9 
AMER1              4.1    6.2    9.1   12.7   13.7 
ASB12              7.5    4.6    2.0    0.5    0.0 
MTMR8            204.5  309.7  364.1  414.2  361.0 
ZC4H2              6.1    2.5    0.8    0.1    0.0 
ZC3H12B           17.0   27.0   37.1   61.1   96.1 
LAS1L             27.5   41.1   47.7   51.9   47.5 
MSN              119.4  107.3   85.7   38.6    5.6 
VSIG4             14.0   12.3    9.9    5.4    1.1 
HEPH              10.6    7.6    5.2    2.0    0.1 
EDA2R             12.8    8.8    5.6    1.5    0.1 
AR                11.2    7.7    4.7    1.6    0.1 
OPHN1            166.0  206.8  237.4  272.7  186.4 
YIPF6             10.8   11.5    9.9    6.6    2.0 
STARD8            16.6   10.7    7.9    3.5    0.3 
EFNB1             46.9   19.5    6.8    0.7    0.0 
PJA1              21.5   25.2   28.5   22.0    9.2 
FAM155B           17.6   12.9    9.6    3.5    0.3 
EDA               95.3   35.9   11.6    1.1    0.0 
AWAT2             32.3   23.3   14.7    4.6    0.3 
OTUD6A            30.2   35.6   37.7   40.7   25.6 
IGBP1             51.1   25.4   12.6    2.7    0.1 
DGAT2L6           89.1   52.4   24.9    4.9    0.1 
AWAT1              8.2    4.7    2.2    0.5    0.0 
P2RY4             32.2   18.4   10.2    2.6    0.1 
ARR3              18.6   21.2   20.4   18.6    9.1 
RAB41             26.4   16.4    9.6    2.3    0.1 
PDZD11           141.4  200.1  221.6  209.8  148.5 
KIF4A             38.0   24.1   11.7    2.7    0.1 
GDPD2              5.1    2.1    0.7    0.1    0.0 
DLG3              80.1  128.6  196.5  360.7  709.7 
TEX11             18.5   17.1   13.4    6.6    1.1 
SLC7A3           131.0   63.4   25.6    3.2    0.0 
SNX12             23.8    8.7    3.1    0.3    0.0 
FOXO4             23.2   33.8   47.1   56.9   65.7 
CXorf65           14.8   13.8   11.7    6.3    1.4 
IL2RG              6.1    3.7    2.2    0.5    0.0 
MED12             55.0   80.2   78.9   91.7   71.5 
NLGN3             53.3   48.6   44.5   28.2    5.9 
GJB1              74.4   86.7   78.3   56.8   20.7 
ZMYM3             58.1   59.3   56.9   45.2   19.9 
NONO              20.6   28.2   40.2   49.0   51.2 
ITGB1BP2          24.9   33.5   37.4   34.5   23.3 
TAF1              24.9   21.2   17.3    9.1    1.5 
OGT               27.1   20.2   13.8    5.7    0.5 
ACRC               2.9    0.9    0.3    0.0    0.0 
CXCR3              6.8    3.2    1.6    0.3    0.0 
RP11-402P6.15      3.6    2.7    1.7    0.5    0.0 
CXorf49            6.8    2.7    0.9    0.1    0.0 
CXorf49B          56.1   72.6   90.8  116.4  105.7 
NHSL2             12.5   13.5   14.5   11.0    4.3 
RGAG4             36.5   11.9    2.7    0.1    0.0 
PIN4               2.9    2.4    1.7    0.8    0.1 
ERCC6L            53.5   64.9   79.8   80.9   49.3 
RPS4X             36.0   33.5   28.5   17.5    3.9 
CITED1            41.0   38.9   30.1   14.2    2.0 
HDAC8             16.3   15.0   13.0    8.1    2.0 
PHKA1             26.1    9.0    3.0    0.2    0.0 
DMRTC1B           22.5   21.3   18.7   10.5    2.3 
RP1-172N19.1       9.5    2.1    0.5    0.0    0.0 
RP11-69A21.2      34.4   35.5   30.3   23.5    6.0 
DMRTC1             8.7    4.8    2.2    0.4    0.0 
RP11-192I24.1    123.7   92.0   68.6   26.2    2.8 
LINC00684         87.3   90.7   75.7   55.0   16.4 
PABPC1L2B         17.0   14.7   12.0    6.7    1.2 
PABPC1L2A         31.6   27.1   20.3    9.7    1.2 
NAP1L6           167.5  210.7  221.6  216.9  113.1 
NAP1L2            48.8   26.4   14.8    3.0    0.1 
CDX4             150.8  209.0  207.8  193.9  107.5 
CHIC1             15.4    1.0    0.0    0.0    0.0 
ZCCHC13           96.9  157.5  269.3  498.9 1005.0 
SLC16A2           62.6   96.6  128.7  179.3  236.6 
RLIM              17.0    7.5    3.3    0.4    0.0 
KIAA2022          44.8   40.4   32.9   17.8    3.1 
ABCB7             67.7   76.3   74.5   65.3   21.5 
UPRT             140.9  177.8  183.1  162.5   81.6 
ZDHHC15           69.7   75.4   73.8   54.2   17.8 
MAGEE2            20.1   11.2    5.6    1.0    0.0 
PBDC1             37.6   39.9   46.4   37.4   16.7 
MAGEE1            12.0    6.7    2.9    0.5    0.0 
FGF16             45.5   24.5   11.6    2.1    0.0 
ATRX              27.9   25.1   18.6    9.3    1.5 
MAGT1             83.2   77.1   56.5   36.1    7.5 
COX7B              4.1    0.7    0.1    0.0    0.0 
ATP7A             21.4   11.4    5.4    1.1    0.0 
PGAM4              7.1    4.7    2.5    0.7    0.0 
PGK1             159.5  240.7  345.0  585.8  966.8 
TAF9B             78.4   99.7  106.1  100.4   61.3 
CYSLTR1            1.9    0.7    0.3    0.0    0.0 
ZCCHC5            78.3   89.6   99.6   87.2   43.6 
LPAR4             11.4    8.3    6.3    2.7    0.3 
P2RY10            35.3   54.7   63.7   82.0   70.5 
GPR174            12.9   14.2   16.1   15.5    8.4 
ITM2A             24.9   31.6   37.3   42.0   35.7 
TBX22             26.5   29.2   28.1   21.0    6.9 
