#gene_name           tpm[12h/0h]  tpm[24h/0h]  tpm[48h/0h]  tpm[96h/0h]  synth_rate   halflife
KDM1B                1.2          1.3          1.0          0.4          3.1          16.8
KDM2A                0.3          0.1          0.0          0.0          9.5          5.2
KDM2B                1.0          0.8          0.5          0.1          5.7          13.6
KDM3A                0.8          0.7          0.3          0.0          11.7         11.9
KDM3B                0.6          0.4          0.1          0.0          4.5          9.7
KDM4A                1.4          1.8          2.2          2.0          1.2          23.9
KDM4B                1.2          1.2          0.9          0.5          0.4          17.3
KDM4C                0.8          0.6          0.2          0.0          2.7          11.1
KDM4D                0.9          0.8          0.5          0.1          1.8          13.8
KDM4E                1.2          1.3          1.2          0.7          3.3          18.7
KDM5A                1.2          1.3          1.3          0.6          1.7          18.1
KDM5B                1.2          1.2          1.1          0.5          0.8          17.0
KDM5C                0.4          0.1          0.0          0.0          1.6          6.7
KDM5D                0.8          0.5          0.2          0.0          2.1          11.5
KDM6A                0.8          0.6          0.3          0.0          1.3          11.6
KDM6B                0.8          0.7          0.3          0.0          1.1          11.9
KDM7A                0.7          0.6          0.2          0.0          0.8          10.5
KDM8                 1.4          2.0          2.8          3.6          0.7          27.4
KDR                  1.4          1.5          1.5          1.0          2.2          20.3
KDSR                 0.8          0.6          0.3          0.1          1.5          12.3
KEAP1                0.7          0.4          0.1          0.0          0.9          9.7
KEL                  0.7          0.4          0.2          0.0          1.2          10.0
KERA                 0.5          0.2          0.0          0.0          8.8          7.8
KHDC1                1.7          2.2          3.2          3.6          1.8          26.7
KHDC1L               0.6          0.4          0.1          0.0          2.3          9.2
KHDC3L               0.6          0.2          0.0          0.0          1.4          8.0
KHDRBS1              0.3          0.1          0.0          0.0          3.1          5.4
KHDRBS2              1.2          1.2          1.2          0.7          2.3          18.1
KHDRBS3              0.3          0.1          0.0          0.0          2.5          6.6
KHK                  0.8          0.6          0.3          0.0          3.3          11.4
KHNYN                0.8          0.5          0.2          0.0          5.7          10.4
KHSRP                0.2          0.0          0.0          0.0          0.4          5.2
KIAA0040             0.6          0.4          0.1          0.0          3.4          9.7
KIAA0100             1.1          1.0          0.9          0.4          2.3          16.8
